,ID,age,job,marital,education,default,balance,housing,loan,subscribed
12523,20909,50,services,married,primary,no,12,yes,no,no
12524,31177,29,management,single,tertiary,no,1275,yes,yes,no
12525,5848,31,blue-collar,divorced,secondary,no,-452,yes,no,no
12526,38438,39,technician,single,secondary,no,12,yes,no,no
12527,1536,48,blue-collar,married,primary,no,2642,yes,no,no
12528,15364,29,self-employed,married,tertiary,no,1,no,no,no
12529,1913,37,admin.,married,secondary,no,-356,no,yes,no
12530,32691,49,admin.,married,secondary,no,1096,yes,no,no
12531,22846,33,management,married,tertiary,no,130,no,no,no
12532,19699,48,technician,married,secondary,no,127,no,yes,no
12533,5142,31,admin.,single,secondary,no,5527,yes,no,no
12534,13267,31,management,married,secondary,no,-329,yes,no,no
12535,5074,35,technician,married,secondary,no,432,yes,no,no
12536,2994,54,management,divorced,secondary,no,155,yes,no,no
12537,2925,57,admin.,divorced,primary,no,628,yes,yes,no
12538,12770,54,management,divorced,tertiary,no,92,no,yes,no
12539,34244,33,services,single,secondary,no,489,yes,no,yes
12540,37235,45,management,divorced,tertiary,no,2813,yes,no,no
12541,16132,26,services,single,secondary,yes,0,no,yes,no
12542,22860,31,technician,single,tertiary,no,1051,no,no,no
12543,8469,37,blue-collar,married,primary,no,907,yes,no,no
12544,29837,39,admin.,divorced,secondary,no,512,no,no,no
12545,4665,44,services,married,secondary,no,1422,yes,no,no
12546,25189,36,self-employed,divorced,secondary,no,-38,yes,no,no
12547,40452,52,blue-collar,married,primary,no,1524,no,no,yes
12548,30234,33,entrepreneur,divorced,primary,no,596,no,yes,no
12549,223,35,entrepreneur,divorced,secondary,no,-69,yes,no,no
12550,20964,40,housemaid,married,secondary,no,864,no,no,no
12551,41123,26,management,single,tertiary,no,828,yes,no,yes
12552,26207,37,blue-collar,married,primary,no,8135,yes,no,no
12553,30059,30,admin.,single,tertiary,no,0,yes,no,yes
12554,22826,47,technician,divorced,secondary,no,157,yes,no,no
12555,1894,55,technician,married,secondary,no,2313,yes,no,no
12556,22233,47,blue-collar,married,primary,no,468,no,no,no
12557,45080,63,retired,single,tertiary,no,791,no,no,yes
12558,37864,29,blue-collar,married,secondary,no,-312,yes,yes,no
12559,2640,44,blue-collar,married,secondary,no,1340,yes,no,no
12560,44663,22,student,single,unknown,no,549,no,no,no
12561,5503,38,blue-collar,single,primary,no,1375,yes,no,no
12562,23185,35,technician,married,secondary,no,0,no,no,no
12563,27698,49,technician,married,tertiary,no,1077,yes,no,no
12564,284,58,blue-collar,married,primary,no,76,yes,no,no
12565,19623,37,management,married,tertiary,no,489,yes,no,no
12566,23835,47,self-employed,married,secondary,no,0,no,no,no
12567,813,47,blue-collar,married,unknown,no,733,yes,no,no
12568,25140,32,management,married,tertiary,no,3442,no,no,no
12569,18635,52,blue-collar,married,primary,no,0,yes,no,no
12570,31490,58,management,divorced,tertiary,no,315,yes,no,no
12571,3921,50,management,single,tertiary,no,567,yes,no,no
12572,40710,32,admin.,single,tertiary,no,4041,no,no,no
12573,8758,27,services,married,secondary,no,-1202,yes,no,no
12574,4857,33,management,married,secondary,no,56,yes,no,no
12575,43912,27,admin.,single,unknown,no,861,no,no,yes
12576,15244,41,management,divorced,tertiary,no,107,yes,no,no
12577,22699,32,technician,married,secondary,no,79,yes,no,no
12578,37363,30,management,single,tertiary,no,365,yes,no,no
12579,15455,30,technician,single,secondary,no,53,yes,no,no
12580,32011,57,management,married,tertiary,no,1318,no,no,no
12581,8059,30,management,married,tertiary,no,732,yes,no,no
12582,34078,38,management,divorced,secondary,no,257,yes,no,yes
12583,44396,42,management,married,tertiary,no,372,yes,no,yes
12584,31468,40,technician,single,tertiary,no,250,yes,no,no
12585,28124,27,student,single,secondary,no,0,no,yes,no
12586,28099,51,admin.,single,tertiary,no,394,no,no,yes
12587,18593,38,technician,married,secondary,no,2398,yes,yes,no
12588,35720,32,blue-collar,single,secondary,no,259,yes,no,no
12589,44535,75,retired,married,secondary,no,291,no,no,yes
12590,34639,41,management,married,tertiary,no,326,yes,no,yes
12591,38293,31,blue-collar,single,secondary,no,39,yes,no,no
12592,16483,51,admin.,single,secondary,no,895,no,no,yes
12593,17858,31,blue-collar,single,unknown,no,-340,yes,no,no
12594,1277,36,entrepreneur,married,unknown,no,298,yes,no,no
12595,44103,80,retired,married,secondary,no,668,no,no,yes
12596,17259,53,admin.,married,secondary,no,673,no,yes,no
12597,33517,36,management,married,tertiary,no,340,yes,no,no
12598,14997,39,self-employed,married,secondary,no,167,yes,yes,no
12599,43506,36,management,single,tertiary,no,3669,no,no,no
12600,13263,57,blue-collar,married,secondary,no,75,no,no,no
12601,8823,29,blue-collar,married,secondary,no,-8,yes,yes,no
12602,30896,32,self-employed,single,tertiary,no,-359,yes,no,no
12603,12128,53,blue-collar,married,unknown,no,111,no,no,no
12604,11589,54,retired,divorced,primary,no,52,no,no,no
12605,12027,27,blue-collar,single,primary,no,553,yes,no,no
12606,42770,38,technician,single,tertiary,no,6889,yes,no,no
12607,18701,28,admin.,single,secondary,no,189,yes,no,no
12608,32635,39,admin.,married,secondary,no,1408,yes,no,no
12609,31740,31,student,single,secondary,no,735,no,no,no
12610,41822,39,management,married,tertiary,no,184,no,no,no
12611,3641,45,admin.,married,secondary,no,805,yes,no,no
12612,22165,34,management,married,tertiary,no,0,no,no,no
12613,5919,54,technician,married,tertiary,no,-800,yes,no,no
12614,43325,59,retired,married,secondary,no,2126,no,no,no
12615,14451,51,services,divorced,secondary,no,242,no,yes,yes
12616,40829,46,management,married,tertiary,no,1600,yes,yes,yes
12617,44126,40,admin.,married,secondary,no,457,no,no,no
12618,39613,49,technician,single,secondary,no,0,yes,no,no
12619,16179,31,management,married,tertiary,no,322,yes,no,no
12620,29338,43,management,married,primary,no,73,no,no,no
12621,8338,31,blue-collar,single,secondary,yes,-575,yes,no,no
12622,25940,36,unemployed,single,tertiary,no,536,no,no,no
12623,7310,39,technician,single,secondary,no,556,yes,no,no
12624,32170,19,student,single,secondary,no,626,no,no,no
12625,45065,52,admin.,married,secondary,no,423,yes,yes,no
12626,34948,45,management,married,tertiary,no,-192,yes,no,no
12627,40836,58,self-employed,married,primary,no,1013,yes,no,yes
12628,12629,59,retired,divorced,primary,no,-110,no,yes,no
12629,24418,30,management,single,secondary,no,18,yes,no,no
12630,21143,34,management,married,tertiary,no,3031,no,no,no
12631,17731,43,blue-collar,married,primary,no,3664,no,no,no
12632,40919,33,technician,married,tertiary,no,4401,no,no,no
12633,24606,39,self-employed,married,tertiary,no,5,yes,no,no
12634,41604,46,management,married,tertiary,no,2817,no,no,yes
12635,1412,34,services,married,secondary,no,2211,no,no,no
12636,24808,48,entrepreneur,married,secondary,no,104,yes,yes,no
12637,35499,39,technician,divorced,secondary,no,411,yes,no,no
12638,42536,31,technician,married,tertiary,no,3338,yes,no,yes
12639,17650,56,blue-collar,divorced,secondary,no,934,no,no,no
12640,3300,45,blue-collar,married,primary,no,1992,yes,no,no
12641,23669,45,self-employed,married,secondary,no,396,no,no,no
12642,33069,38,admin.,married,primary,no,3913,yes,no,no
12643,37664,49,management,married,tertiary,no,85,yes,no,yes
12644,39872,35,technician,married,secondary,no,2789,yes,no,no
12645,12339,22,blue-collar,married,secondary,no,-295,yes,no,no
12646,25418,31,technician,married,tertiary,no,3564,no,no,no
12647,3028,36,admin.,married,secondary,no,998,yes,no,no
12648,3976,44,technician,single,secondary,no,696,yes,no,no
12649,31419,32,self-employed,single,tertiary,no,658,yes,no,yes
12650,27558,36,management,married,tertiary,no,396,no,no,no
12651,42244,54,unknown,married,secondary,no,2206,no,no,yes
12652,22313,52,retired,married,secondary,no,0,no,no,no
12653,7812,53,blue-collar,divorced,primary,no,2656,yes,no,yes
12654,155,50,technician,married,primary,no,139,no,no,no
12655,19570,55,management,married,tertiary,no,543,no,no,no
12656,40591,42,management,single,tertiary,no,11008,no,no,yes
12657,292,54,technician,single,unknown,no,447,yes,no,no
12658,23368,32,technician,single,secondary,no,5118,yes,no,no
12659,27393,31,technician,married,tertiary,no,95,no,no,no
12660,7036,30,blue-collar,married,primary,yes,0,yes,yes,no
12661,42218,32,technician,single,tertiary,no,6746,no,no,yes
12662,29924,30,blue-collar,married,secondary,no,364,yes,yes,no
12663,36460,50,self-employed,married,tertiary,no,50,yes,no,no
12664,16518,59,technician,married,secondary,no,135,yes,yes,yes
12665,26961,34,services,married,secondary,no,0,yes,no,no
12666,27711,36,blue-collar,married,primary,no,156,yes,no,no
12667,44715,45,unknown,married,tertiary,no,406,no,no,yes
12668,23547,34,technician,married,secondary,no,1,no,no,yes
12669,24515,54,management,married,tertiary,no,-1415,yes,yes,no
12670,34457,30,services,married,secondary,no,-111,yes,no,no
12671,35966,35,student,married,tertiary,no,387,yes,no,yes
12672,8905,52,management,married,secondary,no,4096,yes,no,no
12673,38874,33,blue-collar,married,secondary,no,4996,yes,no,no
12674,40543,60,admin.,married,secondary,no,1541,no,no,no
12675,15569,58,blue-collar,married,unknown,no,64,no,yes,no
12676,7779,42,admin.,divorced,secondary,no,435,yes,no,no
12677,17834,51,blue-collar,married,secondary,no,1151,yes,yes,no
12678,9158,40,blue-collar,married,primary,no,743,no,no,no
12679,26395,31,technician,married,secondary,no,450,no,yes,no
12680,25686,53,retired,married,tertiary,no,1778,no,no,no
12681,28209,59,blue-collar,married,secondary,no,176,no,no,no
12682,10170,38,blue-collar,married,secondary,yes,-10,no,no,no
12683,19367,46,self-employed,married,secondary,no,716,no,no,no
12684,9268,41,blue-collar,married,secondary,no,0,no,no,no
12685,27081,48,technician,married,secondary,no,4265,yes,no,no
12686,6300,33,management,divorced,tertiary,no,723,yes,no,no
12687,28060,53,management,married,tertiary,no,811,no,no,no
12688,27841,51,management,married,tertiary,no,409,yes,no,no
12689,4746,38,unemployed,married,secondary,no,565,yes,no,no
12690,13107,55,retired,married,tertiary,no,197,no,yes,no
12691,43373,45,technician,married,secondary,no,2981,yes,yes,no
12692,2618,48,entrepreneur,married,tertiary,no,313,yes,no,no
12693,21512,47,management,married,tertiary,no,0,no,no,no
12694,27798,41,management,married,tertiary,no,226,no,no,no
12695,17585,44,technician,married,secondary,no,2575,yes,yes,no
12696,40319,27,technician,single,secondary,no,2731,no,no,no
12697,17501,27,management,single,secondary,no,0,yes,yes,no
12698,31461,26,admin.,single,secondary,no,274,no,no,yes
12699,22503,47,management,married,tertiary,no,286,no,no,no
12700,29154,55,management,married,primary,no,621,no,yes,no
12701,32755,41,technician,single,tertiary,no,445,yes,no,no
12702,28921,43,management,married,tertiary,no,228,yes,no,no
12703,42403,39,services,married,secondary,no,323,no,no,no
12704,27736,29,management,married,tertiary,no,805,no,no,no
12705,44794,35,blue-collar,married,secondary,no,262,no,no,yes
12706,34148,33,blue-collar,single,tertiary,no,700,no,no,yes
12707,8852,24,services,single,secondary,no,-141,yes,no,no
12708,3553,25,blue-collar,single,secondary,no,0,yes,no,no
12709,15550,27,blue-collar,married,primary,no,-443,no,yes,no
12710,5047,24,services,single,secondary,no,-148,yes,no,no
12711,41710,37,blue-collar,married,secondary,no,604,yes,no,yes
12712,4850,36,management,single,tertiary,no,808,no,no,no
12713,26033,40,blue-collar,married,secondary,no,0,yes,yes,no
12714,23178,45,technician,married,secondary,no,3460,no,no,no
12715,14739,42,blue-collar,divorced,secondary,no,667,yes,no,no
12716,31109,71,retired,married,secondary,no,2850,no,no,yes
12717,39445,38,housemaid,married,secondary,no,110,no,no,no
12718,9982,37,blue-collar,married,secondary,no,427,yes,yes,no
12719,21148,44,technician,married,tertiary,no,0,no,no,no
12720,16317,27,technician,single,secondary,no,487,yes,no,no
12721,14625,48,blue-collar,married,secondary,no,729,yes,no,no
12722,27185,54,blue-collar,married,primary,no,836,yes,no,no
12723,2932,49,blue-collar,married,primary,no,11317,yes,no,no
12724,15391,28,admin.,married,secondary,no,17,yes,no,no
12725,24780,41,admin.,married,secondary,no,4320,yes,no,no
12726,7620,54,management,divorced,tertiary,no,129,yes,no,no
12727,31031,31,management,married,tertiary,no,3,yes,yes,yes
12728,3440,41,services,married,secondary,no,714,yes,yes,no
12729,14523,37,blue-collar,married,secondary,no,0,yes,no,no
12730,22428,58,management,single,tertiary,no,0,no,no,no
12731,21034,37,management,married,tertiary,no,4332,no,no,no
12732,10255,40,services,single,secondary,no,316,no,no,no
12733,5671,32,technician,married,secondary,no,1337,no,no,no
12734,37275,39,blue-collar,married,primary,no,1004,yes,no,no
12735,40257,24,admin.,single,tertiary,no,454,yes,no,no
12736,9473,53,entrepreneur,married,unknown,no,19850,no,no,no
12737,43515,42,housemaid,divorced,primary,no,273,no,no,no
12738,18092,34,management,married,tertiary,no,2892,yes,yes,no
12739,20340,34,technician,single,secondary,no,4676,no,no,no
12740,36651,43,blue-collar,married,primary,no,-404,yes,yes,no
12741,17909,45,admin.,divorced,secondary,no,1201,no,no,no
12742,44169,24,student,single,primary,no,1235,no,no,yes
12743,25331,36,blue-collar,married,primary,no,0,yes,no,no
12744,19513,31,technician,married,secondary,no,246,no,no,no
12745,27934,29,unknown,single,secondary,no,1502,no,no,no
12746,16455,32,blue-collar,single,secondary,no,799,no,yes,yes
12747,33143,40,blue-collar,married,primary,no,2364,yes,no,no
12748,38513,58,blue-collar,married,primary,no,66,yes,no,no
12749,33989,26,technician,single,tertiary,no,2781,yes,no,no
12750,1842,32,admin.,single,secondary,no,708,no,no,no
12751,39721,32,self-employed,single,tertiary,no,312,yes,no,no
12752,42915,71,retired,married,tertiary,no,4388,no,no,no
12753,16897,32,management,married,tertiary,no,3107,yes,yes,no
12754,11399,41,management,divorced,tertiary,no,1,yes,no,no
12755,14975,29,admin.,single,secondary,no,454,no,no,no
12756,21037,34,management,single,tertiary,no,2205,no,no,no
12757,8729,42,admin.,single,secondary,no,336,yes,no,no
12758,21159,50,self-employed,married,secondary,no,1138,no,no,no
12759,43185,51,technician,married,tertiary,no,0,no,no,yes
12760,17224,33,management,married,tertiary,no,0,yes,no,no
12761,17472,31,blue-collar,married,primary,no,48,yes,no,no
12762,12748,47,unknown,divorced,primary,no,0,no,no,no
12763,17658,46,technician,married,tertiary,no,529,yes,yes,no
12764,3696,32,management,married,secondary,no,1423,yes,no,no
12765,15578,33,blue-collar,married,secondary,no,681,yes,yes,no
12766,1387,37,admin.,married,primary,no,242,yes,no,no
12767,19611,48,admin.,married,secondary,no,1403,no,no,no
12768,14160,41,admin.,married,secondary,no,488,no,yes,no
12769,6855,57,retired,married,tertiary,no,0,yes,yes,yes
12770,35773,42,management,married,tertiary,no,0,yes,no,no
12771,19940,48,admin.,married,secondary,no,811,no,yes,no
12772,30421,40,services,married,secondary,no,-38,yes,yes,no
12773,44195,42,unemployed,married,secondary,no,1289,no,no,yes
12774,13850,38,management,divorced,tertiary,no,219,yes,no,no
12775,9694,40,admin.,married,secondary,no,947,no,no,no
12776,42819,20,student,single,primary,no,0,no,no,no
12777,2275,33,management,single,tertiary,no,239,no,no,no
12778,35266,48,admin.,married,secondary,no,-30,yes,no,no
12779,12307,29,blue-collar,divorced,secondary,no,0,yes,no,no
12780,43282,80,retired,married,primary,no,155,no,no,yes
12781,16162,32,technician,married,secondary,no,476,yes,no,no
12782,630,32,technician,married,secondary,no,90,yes,yes,no
12783,6428,44,blue-collar,divorced,secondary,no,-239,yes,no,no
12784,7985,55,technician,single,secondary,no,3339,yes,no,no
12785,44798,63,admin.,divorced,secondary,no,4680,no,no,yes
12786,21294,55,services,single,secondary,no,987,no,no,no
12787,22583,30,services,married,secondary,no,475,no,no,no
12788,42061,47,management,single,tertiary,no,159,no,no,yes
12789,38103,30,services,married,secondary,no,637,yes,no,no
12790,3574,36,blue-collar,married,secondary,no,412,yes,no,no
12791,30383,27,management,married,tertiary,no,312,no,no,no
12792,34748,51,entrepreneur,married,unknown,no,2396,yes,no,no
12793,16547,29,technician,single,tertiary,no,2485,no,no,no
12794,20539,38,management,married,tertiary,no,0,no,no,no
12795,26700,44,self-employed,married,secondary,no,0,yes,no,no
12796,29668,58,self-employed,married,secondary,no,0,yes,no,no
12797,44669,32,services,single,tertiary,no,620,no,no,no
12798,13307,51,technician,married,secondary,no,313,no,yes,no
12799,14471,39,blue-collar,married,secondary,no,498,yes,no,no
12800,13108,25,technician,single,secondary,no,0,no,yes,yes
12801,36897,31,student,single,secondary,no,241,yes,no,no
12802,24917,41,management,married,tertiary,no,97,no,no,no
12803,44289,48,management,married,tertiary,no,612,no,no,no
12804,30829,28,technician,single,secondary,no,456,no,no,no
12805,10734,51,housemaid,married,primary,no,108,no,no,no
12806,22270,31,management,married,tertiary,no,351,no,no,no
12807,23035,30,technician,single,secondary,no,9645,no,yes,no
12808,28021,45,technician,married,secondary,no,297,no,no,no
12809,22644,33,management,married,tertiary,no,52,no,no,no
12810,554,47,self-employed,married,unknown,no,935,yes,no,no
12811,20531,33,management,married,tertiary,no,1504,no,no,no
12812,43842,36,technician,married,secondary,no,1368,no,no,yes
12813,17361,49,management,single,tertiary,no,1556,yes,no,no
12814,40240,23,student,single,primary,no,1235,no,no,no
12815,12899,49,blue-collar,married,primary,yes,-354,no,yes,no
12816,32196,39,management,married,tertiary,no,937,no,no,yes
12817,15549,33,management,married,tertiary,no,255,yes,no,no
12818,43269,71,retired,married,primary,no,2171,no,no,no
12819,19925,32,technician,single,secondary,no,40,no,no,yes
12820,13801,30,technician,single,tertiary,no,91,yes,yes,no
12821,39732,29,services,married,secondary,no,3748,no,no,no
12822,857,47,blue-collar,married,secondary,no,387,yes,no,no
12823,39773,24,student,single,unknown,no,839,no,no,no
12824,30535,39,blue-collar,single,secondary,no,357,no,yes,no
12825,41032,29,housemaid,single,tertiary,no,453,no,no,no
12826,9311,41,blue-collar,married,primary,no,2770,yes,yes,no
12827,21233,60,retired,married,secondary,no,7,no,yes,no
12828,28537,28,student,single,secondary,no,24,yes,no,no
12829,1688,30,management,married,tertiary,no,1825,yes,no,no
12830,40153,30,technician,single,tertiary,no,0,yes,no,yes
12831,44390,62,retired,married,secondary,no,569,no,no,yes
12832,4938,32,technician,single,tertiary,no,0,yes,no,no
12833,858,38,services,married,secondary,no,208,yes,no,no
12834,18156,55,management,married,tertiary,no,2366,yes,yes,no
12835,12829,48,admin.,married,secondary,no,8,no,yes,no
12836,5767,38,services,single,secondary,no,322,yes,no,no
12837,5545,36,services,married,secondary,no,1694,yes,yes,no
12838,31942,37,management,divorced,tertiary,no,443,yes,no,no
12839,31580,38,technician,married,secondary,no,751,yes,no,no
12840,35972,50,services,divorced,secondary,no,81,no,no,no
12841,469,55,blue-collar,married,secondary,no,52,yes,no,no
12842,37495,52,management,married,tertiary,no,0,yes,no,no
12843,17564,48,technician,married,unknown,no,5176,no,no,no
12844,7343,48,blue-collar,married,primary,no,219,yes,no,no
12845,4682,40,self-employed,married,secondary,no,311,yes,no,no
12846,39560,31,management,single,tertiary,no,816,yes,no,no
12847,27524,36,self-employed,married,tertiary,no,634,yes,no,no
12848,35798,33,management,married,tertiary,no,113,yes,no,no
12849,40330,35,admin.,married,secondary,no,557,yes,no,no
12850,24824,38,entrepreneur,divorced,secondary,no,36,no,no,no
12851,12984,46,blue-collar,married,primary,no,14,no,no,no
12852,33653,29,blue-collar,married,secondary,no,457,yes,no,no
12853,14884,35,blue-collar,married,secondary,no,975,yes,no,no
12854,8893,37,unemployed,single,secondary,no,1354,yes,no,no
12855,6033,23,services,married,secondary,no,0,yes,yes,no
12856,25964,44,management,single,tertiary,no,709,yes,no,no
12857,35139,48,technician,married,secondary,no,505,yes,no,no
12858,6410,28,blue-collar,married,secondary,no,781,yes,no,no
12859,244,43,technician,married,secondary,no,434,yes,no,no
12860,32942,43,management,married,tertiary,no,9261,yes,no,no
12861,42681,37,management,married,tertiary,no,0,no,no,yes
12862,15752,35,blue-collar,married,secondary,no,187,no,yes,no
12863,44723,43,management,divorced,tertiary,no,2251,no,no,no
12864,43956,60,management,married,primary,no,8334,no,no,no
12865,17218,54,blue-collar,married,primary,no,38,no,no,no
12866,2866,41,blue-collar,married,secondary,no,2823,yes,no,yes
12867,40040,32,blue-collar,married,secondary,no,889,yes,no,yes
12868,761,33,blue-collar,divorced,secondary,no,60,no,no,no
12869,22673,52,management,married,tertiary,no,967,no,no,no
12870,33700,95,retired,divorced,primary,no,2282,no,no,yes
12871,34686,40,management,single,secondary,no,906,yes,no,no
12872,19018,41,management,married,tertiary,no,1391,no,no,no
12873,9207,24,admin.,married,secondary,no,541,yes,no,no
12874,27130,47,blue-collar,married,secondary,no,2944,no,no,no
12875,12324,30,technician,married,tertiary,no,526,yes,yes,yes
12876,44864,33,management,single,tertiary,no,224,no,no,yes
12877,20470,30,technician,single,secondary,no,700,yes,no,no
12878,23997,32,technician,single,secondary,no,224,no,no,no
12879,18573,54,unemployed,married,secondary,no,3250,no,no,no
12880,4378,30,technician,single,tertiary,no,3291,yes,no,yes
12881,9562,35,blue-collar,married,secondary,no,594,yes,no,no
12882,2118,56,blue-collar,divorced,secondary,no,75,yes,no,no
12883,19093,35,management,married,tertiary,no,0,yes,no,no
12884,587,55,blue-collar,married,secondary,no,840,yes,no,no
12885,37149,32,technician,married,tertiary,no,1503,yes,yes,no
12886,41819,40,self-employed,married,tertiary,no,13669,no,no,no
12887,36726,58,retired,married,secondary,no,624,yes,no,no
12888,19304,55,management,married,tertiary,no,0,no,no,no
12889,30075,44,admin.,married,secondary,no,61,no,yes,no
12890,39503,39,management,married,tertiary,no,246,yes,no,no
12891,44656,62,management,married,secondary,no,1128,no,no,yes
12892,10761,34,management,married,primary,no,2026,yes,no,no
12893,1403,25,blue-collar,single,secondary,no,0,yes,no,no
12894,23010,47,blue-collar,married,primary,no,0,no,no,no
12895,10008,57,services,divorced,primary,no,1367,no,no,no
12896,17528,49,services,married,secondary,yes,-249,no,no,no
12897,7069,40,blue-collar,married,secondary,no,-428,yes,no,no
12898,29817,34,services,single,secondary,no,1921,yes,no,no
12899,3904,56,retired,divorced,secondary,no,4166,yes,no,no
12900,22812,33,technician,single,tertiary,no,6,no,no,no
12901,31370,33,housemaid,single,tertiary,no,1107,yes,no,yes
12902,42118,59,management,married,secondary,no,4412,no,no,yes
12903,34423,33,blue-collar,married,secondary,no,931,yes,no,no
12904,43572,66,retired,married,primary,no,1004,no,no,no
12905,26777,52,blue-collar,married,secondary,no,7119,no,yes,yes
12906,14537,33,services,divorced,secondary,no,437,yes,no,no
12907,30869,39,technician,divorced,secondary,no,1972,yes,no,no
12908,36944,33,admin.,single,secondary,no,422,yes,no,no
12909,37826,33,housemaid,single,secondary,no,96,yes,no,no
12910,13883,31,technician,married,secondary,no,0,yes,yes,no
12911,21717,58,retired,married,tertiary,no,258,no,yes,no
12912,17210,37,management,single,unknown,no,242,no,yes,no
12913,18527,46,entrepreneur,married,unknown,no,4,no,yes,no
12914,38090,59,retired,married,tertiary,no,422,yes,no,yes
12915,29558,39,blue-collar,married,secondary,no,661,yes,no,no
12916,31579,32,blue-collar,married,secondary,no,824,yes,no,no
12917,23688,34,technician,married,secondary,no,33,no,no,no
12918,22140,47,management,single,tertiary,no,0,no,no,no
12919,11665,52,blue-collar,married,secondary,no,5614,yes,no,no
12920,44312,46,technician,married,unknown,no,3308,no,no,yes
12921,25287,44,management,married,tertiary,no,13853,yes,no,no
12922,4117,27,technician,married,secondary,no,374,yes,no,no
12923,17496,43,blue-collar,married,secondary,no,536,no,no,no
12924,31401,24,student,single,secondary,no,1250,no,no,yes
12925,31233,30,admin.,single,secondary,no,523,no,yes,yes
12926,17571,57,admin.,divorced,secondary,no,3100,no,yes,no
12927,27346,30,admin.,single,secondary,no,154,yes,no,no
12928,31599,46,services,divorced,secondary,no,350,yes,no,no
12929,22767,55,management,divorced,tertiary,no,407,yes,yes,no
12930,4742,40,blue-collar,married,primary,no,236,yes,no,no
12931,22869,31,technician,single,tertiary,no,244,no,no,no
12932,25149,34,management,married,tertiary,no,11,yes,no,no
12933,36186,43,blue-collar,divorced,secondary,no,898,yes,no,no
12934,36723,33,technician,single,tertiary,no,196,yes,no,no
12935,42344,61,admin.,divorced,tertiary,no,89,no,no,no
12936,31141,56,management,divorced,tertiary,no,722,no,no,no
12937,32788,32,unemployed,single,secondary,no,199,yes,no,no
12938,12407,24,management,single,secondary,no,653,yes,no,no
12939,62,53,technician,divorced,secondary,no,989,yes,no,no
12940,13745,49,blue-collar,married,secondary,no,360,no,no,no
12941,2949,32,blue-collar,single,secondary,no,2285,yes,no,no
12942,40476,60,housemaid,married,primary,no,11904,no,no,no
12943,14717,45,technician,married,secondary,no,1786,yes,yes,no
12944,32382,37,blue-collar,married,secondary,no,2848,yes,no,no
12945,23201,37,self-employed,married,secondary,no,487,no,yes,no
12946,38659,57,admin.,married,secondary,no,407,yes,yes,no
12947,32925,43,technician,divorced,secondary,no,773,yes,no,no
12948,16954,41,admin.,single,secondary,no,0,no,no,no
12949,12215,46,management,divorced,tertiary,no,-49,yes,no,no
12950,41078,25,management,single,tertiary,no,528,no,no,yes
12951,17868,58,retired,married,primary,no,10628,no,no,no
12952,4180,29,management,single,tertiary,no,617,yes,no,no
12953,2688,49,management,married,tertiary,no,735,yes,no,no
12954,4765,30,blue-collar,married,secondary,no,1445,yes,no,no
12955,34804,40,management,married,tertiary,no,-606,yes,no,no
12956,33073,21,blue-collar,single,secondary,no,1385,yes,no,no
12957,224,55,retired,married,secondary,no,0,no,yes,no
12958,35530,28,admin.,single,secondary,no,-181,yes,yes,no
12959,35465,42,admin.,single,secondary,no,2790,yes,no,no
12960,36355,34,admin.,married,secondary,no,148,yes,no,no
12961,21635,40,management,single,tertiary,no,171,no,no,no
12962,14891,31,admin.,divorced,secondary,no,1210,no,no,no
12963,26552,32,technician,single,secondary,no,5205,no,no,no
12964,14819,32,technician,single,secondary,yes,0,no,yes,no
12965,9176,46,technician,married,secondary,no,792,no,no,no
12966,39469,35,management,single,tertiary,no,2988,yes,no,no
12967,11024,39,entrepreneur,married,secondary,no,156,no,yes,no
12968,28621,31,technician,divorced,secondary,no,0,no,no,no
12969,32399,48,admin.,single,secondary,no,6627,yes,no,no
12970,730,51,blue-collar,divorced,primary,no,325,yes,no,no
12971,11095,48,admin.,single,secondary,no,1253,yes,no,no
12972,14638,43,management,single,tertiary,no,8224,yes,no,no
12973,41505,57,admin.,divorced,secondary,no,0,no,no,no
12974,35849,39,blue-collar,married,secondary,no,576,yes,no,no
12975,44975,39,management,married,tertiary,no,839,no,yes,no
12976,43850,21,student,single,unknown,no,200,no,no,no
12977,3584,52,blue-collar,married,primary,no,4015,yes,no,no
12978,174,35,retired,single,primary,no,434,no,no,no
12979,39917,32,management,married,secondary,no,625,yes,no,no
12980,5995,43,technician,divorced,secondary,no,87,yes,no,no
12981,1043,29,blue-collar,married,primary,no,190,no,no,no
12982,30281,59,retired,divorced,primary,no,7179,no,no,no
12983,38070,46,blue-collar,married,primary,no,1291,yes,no,no
12984,18470,46,services,single,secondary,no,389,no,no,no
12985,38072,49,entrepreneur,married,primary,no,137,yes,no,no
12986,23251,32,technician,single,secondary,no,1107,no,no,no
12987,42467,41,unemployed,married,secondary,no,1077,yes,yes,yes
12988,4785,37,admin.,divorced,secondary,no,3834,yes,no,no
12989,40455,31,admin.,married,secondary,no,873,yes,no,no
12990,8723,59,management,divorced,tertiary,no,1611,yes,no,no
12991,41211,20,student,single,secondary,no,215,no,no,yes
12992,7318,35,admin.,divorced,secondary,no,356,yes,no,no
12993,33845,42,blue-collar,married,primary,no,784,no,no,no
12994,13286,41,blue-collar,single,secondary,no,-329,no,yes,no
12995,24729,48,technician,divorced,secondary,no,0,no,yes,no
12996,38759,36,blue-collar,married,primary,no,0,yes,no,no
12997,44982,52,technician,married,secondary,no,553,yes,no,no
12998,3924,50,management,divorced,tertiary,no,318,yes,no,no
